url,source_locations
https://arxiv.org/abs/2601.07864v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:119 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:110
https://arxiv.org/abs/2601.13252v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:145 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:136
https://arxiv.org/abs/2601.21222,research/hardware_innovation_20260908/exploration_tcasii_20260911/web/W1_2025_2026_venues.md:562
https://arxiv.org/abs/2602.06787v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:208
https://arxiv.org/abs/2602.11016,research/01_ann_sparsity_mechanisms.md:226 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:124
https://arxiv.org/abs/2602.12590v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:75 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:66
https://arxiv.org/abs/2602.23204,research/literature_audit_20260909/LITERATURE_INVENTORY.md:270
https://arxiv.org/abs/2603.08264v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:144 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:135
https://arxiv.org/abs/2603.11052v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:207
https://arxiv.org/abs/2603.14946?utm_source=chatgpt.com,gptpro/ChatGPTpro-#第二轮跨领域调研：.md:50
https://arxiv.org/abs/2603.14988v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:247
https://arxiv.org/abs/2603.15184,research/innovation_first_audit_20260906/report-source.md:3947 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:249
https://arxiv.org/abs/2603.19290,research/literature_audit_20260909/LITERATURE_INVENTORY.md:253
https://arxiv.org/abs/2603.25182v3,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:206
https://arxiv.org/abs/2603.28937v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:205
https://arxiv.org/abs/2604.03626,research/innovation_first_audit_20260906/report-source.md:2940 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:99
https://arxiv.org/abs/2604.10170v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:156
https://arxiv.org/abs/2604.14700v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:155
https://arxiv.org/abs/2604.21952v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:240
https://arxiv.org/abs/2604.22179v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:239
https://arxiv.org/abs/2604.23205v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:154
https://arxiv.org/abs/2604.26042v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:153
https://arxiv.org/abs/2604.27347v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:117 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:108
https://arxiv.org/abs/2604.28059v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:238
https://arxiv.org/abs/2605.00319v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:237
https://arxiv.org/abs/2605.07653v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:74 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:65
https://arxiv.org/abs/2605.08913v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:115 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:106
https://arxiv.org/abs/2605.09659v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:204
https://arxiv.org/abs/2605.09770v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:114 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:105
https://arxiv.org/abs/2605.11243v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:113 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:104
https://arxiv.org/abs/2605.12217v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:236
https://arxiv.org/abs/2605.13869v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:116 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:107
https://arxiv.org/abs/2605.17895v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:203
https://arxiv.org/abs/2605.20801v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:112 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:103
https://arxiv.org/abs/2605.20802,research/literature_audit_20260909/LITERATURE_INVENTORY.md:41
https://arxiv.org/abs/2605.21333,research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/web/R2W1.md:126 || research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/web/R2W1.md:361
https://arxiv.org/abs/2605.21333v3,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:111 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:102
https://arxiv.org/abs/2605.23188v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:110 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:101
https://arxiv.org/abs/2605.23796v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:235
https://arxiv.org/abs/2605.24604v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:143 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:134
https://arxiv.org/abs/2605.28312,research/hardware_innovation_20260908/exploration_tcasii_20260911/web/W1_2025_2026_venues.md:451 || research/innovation_first_audit_20260906/report-source.md:7573 || research/innovation_first_audit_20260906/report-source.md:7901 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:259
https://arxiv.org/abs/2606.03257v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:109 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:100
https://arxiv.org/abs/2606.03428v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:108 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:99
https://arxiv.org/abs/2606.05271v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:107 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:98
https://arxiv.org/abs/2606.05362v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:106 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:97
https://arxiv.org/abs/2606.09213v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:105 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:96
https://arxiv.org/abs/2606.13016v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:104 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:95
https://arxiv.org/abs/2606.13354v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:234
https://arxiv.org/abs/2606.13560v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:233
https://arxiv.org/abs/2606.15789,research/literature_audit_20260909/LITERATURE_INVENTORY.md:205
https://arxiv.org/abs/2606.17343v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:196
https://arxiv.org/abs/2606.20414,research/hardware_innovation_20260908/exploration_tcasii_20260911/web/W1_2025_2026_venues.md:260 || research/innovation_first_audit_20260906/report-source.md:10809 || research/innovation_first_audit_20260906/report-source.md:11042 || research/innovation_first_audit_20260906/report-source.md:11332 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:32
https://arxiv.org/abs/2606.20675v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:232
https://arxiv.org/abs/2606.21530v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:195
https://arxiv.org/abs/2606.22296v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:194
https://arxiv.org/abs/2606.23019v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:193
https://arxiv.org/abs/2606.24075v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:103 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:94
https://arxiv.org/abs/2606.24165v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:291
https://arxiv.org/abs/2606.24421v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:290
https://arxiv.org/abs/2606.24423v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:192
https://arxiv.org/abs/2606.25265v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:202
https://arxiv.org/abs/2606.25469v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:102 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:93
https://arxiv.org/abs/2606.26399v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:191
https://arxiv.org/abs/2606.26701,research/hardware_innovation_20260908/prosperity_gustav_reopen_20260910/LITERATURE_DELTA.md:10 || research/hardware_innovation_20260908/prosperity_gustav_reopen_20260910/PROSPERITY_ONE_PAGE.md:9
https://arxiv.org/abs/2606.26701v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:133 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:124
https://arxiv.org/abs/2606.30039,research/hardware_innovation_20260908/exploration_tcasii_20260911/web/W1_2025_2026_venues.md:537
https://arxiv.org/abs/2606.30039v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:231
https://arxiv.org/abs/2606.30926v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:230
https://arxiv.org/abs/2606.31695v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:101 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:92
https://arxiv.org/abs/2607.02484v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:288
https://arxiv.org/abs/2607.02715v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:201
https://arxiv.org/abs/2607.03191v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:229
https://arxiv.org/abs/2607.05445,research/literature_audit_20260909/LITERATURE_INVENTORY.md:162
https://arxiv.org/abs/2607.09211v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:152
https://arxiv.org/abs/2607.09708v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:289
https://arxiv.org/abs/2607.10661v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:287
https://arxiv.org/abs/2607.11986v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:100 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:91
https://arxiv.org/abs/2607.12505v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:190
https://arxiv.org/abs/2607.12656v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:286
https://arxiv.org/abs/2607.13735v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:285
https://arxiv.org/abs/2607.13770,research/innovation_first_audit_20260906/report-source.md:5824 || research/innovation_first_audit_20260906/report-source.md:5962 || research/innovation_first_audit_20260906/report-source.md:6722 || research/innovation_first_audit_20260906/report-source.md:7145 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:120
https://arxiv.org/abs/2607.15794v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:142 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:133
https://arxiv.org/abs/2607.15846v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:189
https://arxiv.org/abs/2607.16624v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:284
https://arxiv.org/abs/2607.16629v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:188
https://arxiv.org/abs/2607.18582v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:151
https://arxiv.org/abs/2607.19248v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:283
https://arxiv.org/abs/2607.19421v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:187
https://arxiv.org/abs/2607.19431,research/literature_audit_20260909/LITERATURE_INVENTORY.md:77
https://arxiv.org/abs/2607.19623v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:99 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:90
https://arxiv.org/abs/2607.21291v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:186
https://arxiv.org/abs/2607.21553v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:185
https://arxiv.org/abs/2607.22790v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:228
https://arxiv.org/abs/2607.24027v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:184
https://arxiv.org/abs/2607.24396v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:227
https://arxiv.org/abs/2607.25504v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:132 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:123
https://arxiv.org/abs/2607.26648v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:98 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:89
https://arxiv.org/abs/2607.27295v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:183
https://arxiv.org/abs/2607.28418v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:282
https://arxiv.org/abs/2607.29038v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:150
https://arxiv.org/abs/2607.29538v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:200
https://arxiv.org/abs/2608.00595v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:226
https://arxiv.org/abs/2608.01536,research/hardware_innovation_20260908/prosperity_gustav_reopen_20260910/LITERATURE_DELTA.md:18
https://arxiv.org/abs/2608.03335v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:182
https://arxiv.org/abs/2608.03649v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:281
https://arxiv.org/abs/2608.03930v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:280
https://arxiv.org/abs/2608.04610v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:279
https://arxiv.org/abs/2608.06981v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:278
https://arxiv.org/abs/2608.07572v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:181
https://arxiv.org/abs/2608.10823v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:277
https://arxiv.org/abs/2608.11075v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:141 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:132
https://arxiv.org/abs/2608.11116v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:246
https://arxiv.org/abs/2608.12032v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:180
https://arxiv.org/abs/2608.12500v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:225
https://arxiv.org/abs/2608.13226v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:276
https://arxiv.org/abs/2608.15369v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:179
https://arxiv.org/abs/2608.15602v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:178
https://arxiv.org/abs/2608.16150v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:199
https://arxiv.org/abs/2608.16518v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:177
https://arxiv.org/abs/2608.18484v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:176
https://arxiv.org/abs/2608.19046,research/hardware_innovation_20260908/exploration_tcasii_20260911/web/W1_2025_2026_venues.md:310 || research/innovation_first_audit_20260906/report-source.md:11123 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:138
https://arxiv.org/abs/2608.19048v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:97 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:88
https://arxiv.org/abs/2608.19238,research/literature_audit_20260909/LITERATURE_INVENTORY.md:254
https://arxiv.org/abs/2608.19662v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:275
https://arxiv.org/abs/2608.20334v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:274
https://arxiv.org/abs/2608.21051v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:273
https://arxiv.org/abs/2608.21223v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:96 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:87
https://arxiv.org/abs/2608.21229v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:175
https://arxiv.org/abs/2608.22072v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:241
https://arxiv.org/abs/2608.23048v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:271
https://arxiv.org/abs/2608.23629v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:272
https://arxiv.org/abs/2608.26223v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:224
https://arxiv.org/abs/2608.26595v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:95 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:86
https://arxiv.org/abs/2608.26943v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:198
https://arxiv.org/abs/2608.28387v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:223
https://arxiv.org/abs/2608.29291v3,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:270
https://arxiv.org/abs/2609.00065,research/hardware_innovation_20260908/README.md:376 || research/hardware_innovation_20260908/literature/patch_crosslayer_fusion_followup_20260908.md:60 || research/idea_screen_20260907/SOURCE_LEDGER.md:52 || research/idea_screen_20260907/kdense/WORKFLOW.md:10 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:424 || research/literature_audit_20260909/assessment_and_plan.md:75
https://arxiv.org/abs/2609.02496v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:269
https://arxiv.org/abs/2609.03078v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:268
https://arxiv.org/abs/2609.04698v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:174
https://arxiv.org/abs/2609.04949v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:94 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:85
https://arxiv.org/abs/2609.06379v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:118 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:109
https://arxiv.org/abs/2609.07264v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:267
https://arxiv.org/abs/2609.07544v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:93 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:84
https://arxiv.org/abs/2609.08446v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:222
https://arxiv.org/abs/2609.09772,research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/web/R2W1.md:134 || research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/web/R2W1.md:362
https://arxiv.org/abs/2609.09827v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:197
https://arxiv.org/html/1803.10560v1,research/concept_reassessment_20260906/report-source.md:82 || research/idea_reassessment_four_questions_20260907.md:51 || research/innovation_first_audit_20260906/candidate_cards_v1.md:29 || research/innovation_first_audit_20260906/report-source.md:59 || research/innovation_first_audit_20260906/synthesis.md:59 || research/mechanism_rebuild_gh_20260906/report-source.md:83 || research/same_workload_c1c2_20260907/five_ideas_reassessment.md:21
https://arxiv.org/html/1806.08862,research/innovation_first_audit_20260906/report-source.md:94 || research/innovation_first_audit_20260906/synthesis.md:94
https://arxiv.org/html/1806.08862v1,research/concept_reassessment_20260906/report-source.md:82 || research/mechanism_rebuild_gh_20260906/report-source.md:83
https://arxiv.org/html/1811.06287v1,research/literature_audit_20260909/LITERATURE_INVENTORY.md:418 || research/mechanism_rebuild_gh_20260906/report-source.md:150
https://arxiv.org/html/1906.03180,research/hardware_innovation_20260908/algorithm/patch_probe/partial_completion/README.md:59
https://arxiv.org/html/1906.03180v1,research/hardware_innovation_20260908/README.md:284 || research/hardware_innovation_20260908/algorithm/patch_probe/residual_consumer_probe/hardware_review.md:41 || research/hardware_innovation_20260908/algorithm/patch_probe/residual_consumer_probe/novelty_review.md:13 || research/hardware_innovation_20260908/literature/patch_conditional_fusion_followup_20260908.md:75 || research/hardware_innovation_20260908/psn/psn_decision_one_page.md:9 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:169
https://arxiv.org/html/1906.04721#S4.SS2,research/hardware_innovation_20260908/algorithm/patch_probe/residual_consumer_probe/projection_chain/consumer_pruning_work_order.md:16
https://arxiv.org/html/1908.11645v2,codex_independent_20260905/02_literature_and_alternative_ideas.md:27 || research/codex_deep_rebuild_20260906/report-source.md:216 || research/innovation_first_audit_20260906/report-source.md:523 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:78
https://arxiv.org/html/1911.11028v3,research/innovation_radix_temporal_20260906/report.md:121
https://arxiv.org/html/1912.03203v2,research/audit_comparison_20260909/novelty_review.md:20 || research/hardware_innovation_20260908/literature/direct_priors_20260909/fusion_opportunities.md:19 || research/hardware_innovation_20260908/literature/patch_conditional_fusion_followup_20260908.md:178
https://arxiv.org/html/2002.07136v2,research/hardware_innovation_20260908/algorithm/patch_probe/residual_consumer_probe/novelty_review.md:31
https://arxiv.org/html/2105.08217v1,research/innovation_first_audit_20260906/report-source.md:7207 || research/innovation_first_audit_20260906/report-source.md:8015 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:306
https://arxiv.org/html/2112.06772,research/innovation_first_audit_20260906/report-source.md:4104 || research/innovation_first_audit_20260906/report-source.md:4161 || research/innovation_first_audit_20260906/report-source.md:4579 || research/innovation_first_audit_20260906/report-source.md:5021 || research/innovation_first_audit_20260906/report-source.md:6860 || research/innovation_first_audit_20260906/report-source.md:6936
https://arxiv.org/html/2112.08954v3,research/hardware_innovation_20260908/algorithm/patch_probe/residual_consumer_probe/projection_chain/consumer_pruning_work_order.md:52
https://arxiv.org/html/2203.03996,gptpro/ChatGPTpro-#硬件idea深挖0911.md:244 || gptpro/ChatGPTpro-#第二轮跨领域调研：.md:48 || gptpro/ChatGPTpro-#第二轮跨领域调研：.md:579
https://arxiv.org/html/2203.03996v1,research/literature_audit_20260909/LITERATURE_INVENTORY.md:354
https://arxiv.org/html/2203.03996v1#S3,research/hardware_innovation_20260908/literature/patch_background_followup_20260908.md:12
https://arxiv.org/html/2203.03996v2,research/innovation_first_audit_20260906/candidate_cards_v1.md:53 || research/innovation_first_audit_20260906/report-source.md:732 || research/innovation_first_audit_20260906/report-source.md:3149 || research/innovation_first_audit_20260906/report-source.md:3301 || research/innovation_first_audit_20260906/report-source.md:3358 || research/innovation_first_audit_20260906/report-source.md:3624 || research/innovation_first_audit_20260906/report-source.md:6000 || research/innovation_first_audit_20260906/report-source.md:6171 || research/innovation_first_audit_20260906/report-source.md:6475 || research/innovation_first_audit_20260906/report-source.md:6513 || research/innovation_first_audit_20260906/report-source.md:10115 || research/innovation_first_audit_20260906/report-source.md:10695 || research/innovation_first_audit_20260906/report-source.md:10828 || research/innovation_first_audit_20260906/report-source.md:11023 || research/innovation_first_audit_20260906/report-source.md:11427 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:354
https://arxiv.org/html/2206.05127v1,research/literature_audit_20260909/LITERATURE_INVENTORY.md:417 || research/mechanism_rebuild_gh_20260906/report-source.md:101
https://arxiv.org/html/2207.10345v1,research/hardware_innovation_20260908/algorithm/patch_probe/residual_consumer_probe/novelty_review.md:31
https://arxiv.org/html/2208.11580v2,research/hardware_innovation_20260908/algorithm/patch_probe/residual_consumer_probe/projection_chain/consumer_pruning_work_order.md:26 || research/hardware_innovation_20260908/algorithm/patch_probe/residual_consumer_probe/projection_chain/nullspace_review.md:50 || research/hardware_innovation_20260908/algorithm/patch_probe/residual_consumer_probe/projection_chain/nullspace_review.md:69
https://arxiv.org/html/2210.09887,research/innovation_first_audit_20260906/report-source.md:6822 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:354 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:355
https://arxiv.org/html/2210.09887v2,research/concept_reassessment_20260906/report-source.md:51 || research/hardware_innovation_20260908/sparsity_hardware_next_20260908.md:35 || research/hardware_innovation_execution_plan_20260908.md:204 || research/hardware_mechanisms_20260906/motion_default_state.md:40 || research/idea_reassessment_four_questions_20260907.md:53 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:354 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:355 || research/same_workload_c1c2_20260907/five_ideas_reassessment.md:39
https://arxiv.org/html/2210.09887v5,research/innovation_first_audit_20260906/report-source.md:7473 || research/innovation_first_audit_20260906/report-source.md:7825 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:354 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:355
